"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"Pressure"	"Temperature"	"Mach"	"C<sub>p</sub>"
88	2.723000012300000e-02	-2.718419978786347e-02	1.028804096051532e+00	8.383086163071165e-01	-3.809023964924926e-01	3.019000346152972e+00	1.042778094092888e+00	1.013582758947974e+00	7.513333783348667e-01	9.548681717162480e-02	
89	2.232000045500000e-02	-2.482329437156798e-02	1.054046921778661e+00	8.012999523718830e-01	-4.112417098944361e-01	3.082399917435125e+00	1.079038667861632e+00	1.023710278514735e+00	7.137593992658179e-01	1.764255979054289e-01	
90	1.789999939500000e-02	-2.241364555514381e-02	1.082503501137874e+00	7.541902730867406e-01	-4.416221050211025e-01	3.153507321284092e+00	1.120279495497666e+00	1.034896879612938e+00	6.707448658802139e-01	2.684810167358612e-01	
91	1.394999958600000e-02	-1.994492353858276e-02	1.114711157620938e+00	6.942878745020955e-01	-4.696606029113954e-01	3.233576487891149e+00	1.167368030912053e+00	1.047238132435578e+00	6.210265320823677e-01	3.735893547144032e-01	
92	1.049000024800000e-02	-1.742916196961543e-02	1.150757403566872e+00	6.181762756344936e-01	-4.914664792757549e-01	3.322608644610019e+00	1.220648550963394e+00	1.060734910051318e+00	5.631577987146987e-01	4.925190869718611e-01	
93	7.519999985000000e-03	-1.486756313872443e-02	1.190646490487255e+00	5.235827527448890e-01	-5.003078668086618e-01	3.420597216048567e+00	1.280144415935929e+00	1.075167504514332e+00	4.957535422352485e-01	6.253223569998410e-01	
94	5.040000193000000e-03	-1.226032473458219e-02	1.233328738737689e+00	4.094581448340111e-01	-4.854498635444067e-01	3.524754800357837e+00	1.344498831782607e+00	1.090138249075994e+00	4.168116968355818e-01	7.689706066576054e-01	
95	3.049999941000000e-03	-9.605565346412577e-03	1.276835369532262e+00	2.809339997473338e-01	-4.334735253388914e-01	3.630581999750738e+00	1.410438342172905e+00	1.104636021078885e+00	3.253143934238337e-01	9.161570137788058e-01	
96	1.560000004000000e-03	-6.917517506923035e-03	1.314444696426674e+00	1.536783370468982e-01	-3.330968713923414e-01	3.721414146184638e+00	1.468090007063842e+00	1.116889901153585e+00	2.231842311293151e-01	1.044843765767504e+00	
97	5.600000150000000e-04	-4.173159738460802e-03	1.345298751916426e+00	4.871942998712499e-02	-1.796768435533596e-01	3.797478660205857e+00	1.513839099090076e+00	1.125280980847978e+00	1.102514819468111e-01	1.146962274754634e+00	
98	5.999999800000000e-05	-1.375329724321098e-03	1.351020018901682e+00	1.035304326312049e-03	3.648130033885078e-03	3.809934131549811e+00	1.523971523753203e+00	1.128015501200436e+00	2.233607169075590e-03	1.169579294091970e+00	
99	0.000000000000000e+00	0.000000000000000e+00	1.340960400781984e+00	6.442330804895362e-03	1.414754731013087e-01	3.783700790989611e+00	1.510488906194060e+00	1.126423200351939e+00	8.410081405356469e-02	1.139484165611741e+00	
100	5.999999800000000e-05	1.375329724321098e-03	1.334248981048936e+00	3.694102818358991e-02	2.777930827086821e-01	3.771046130305468e+00	1.496646490894633e+00	1.121714546649327e+00	1.676045405906240e-01	1.108585917175520e+00	
101	5.600000150000000e-04	4.173159738460802e-03	1.303447891579321e+00	1.200939177597072e-01	4.499602265362831e-01	3.699547897038885e+00	1.446540228994329e+00	1.109779867948254e+00	2.866423807143798e-01	9.967415825766267e-01	
102	1.560000004000000e-03	6.917517506923035e-03	1.239151789562396e+00	2.593461264486249e-01	5.717629863483292e-01	3.539902311080872e+00	1.352341062978399e+00	1.091344155227323e+00	4.098965152616689e-01	7.864755870053554e-01	
103	3.049999941000000e-03	9.605565346412577e-03	1.179909993697300e+00	4.039701142136399e-01	6.280865903480659e-01	3.394916673607226e+00	1.263436642384587e+00	1.070790695166123e+00	5.169269102589132e-01	5.880282196084533e-01	
104	5.040000193000000e-03	1.226032473458219e-02	1.121336984226494e+00	5.343791566851153e-01	6.360786654428392e-01	3.250142193791797e+00	1.176961472399565e+00	1.049605505709277e+00	6.111682462795723e-01	3.950032866061718e-01	
105	7.519999985000000e-03	1.486756313872443e-02	1.067590519645912e+00	6.407079243268020e-01	6.134549901268910e-01	3.115937957790552e+00	1.098971538230405e+00	1.029394246208651e+00	6.921207554203053e-01	2.209186121214408e-01	
106	1.049000024800000e-02	1.742916196961543e-02	1.020852374408486e+00	7.227707190910752e-01	5.750158408053625e-01	2.998219863407813e+00	1.032164715611750e+00	1.011081270403881e+00	7.604398893853254e-01	7.179624020479997e-02	
107	1.394999958600000e-02	1.994492353858276e-02	9.810490212708294e-01	7.848722259185967e-01	5.307541453963269e-01	2.897322698445897e+00	9.759159262311479e-01	9.947677486767867e-01	8.183817451107314e-01	-5.375909323404494e-02	
108	1.789999939500000e-02	2.241364555514381e-02	9.470267928390106e-01	8.309182721169074e-01	4.861078908741684e-01	2.810449735772338e+00	9.284671513294620e-01	9.804022001807257e-01	8.676553811382156e-01	-1.596715372110223e-01	
109	2.232000045500000e-02	2.482329437156798e-02	9.180392931889311e-01	8.651415238889172e-01	4.434304886129876e-01	2.735977126611890e+00	8.884954251220729e-01	9.678185146474141e-01	9.097388369824575e-01	-2.488941403525158e-01	
110	2.723000012300000e-02	2.718419978786347e-02	8.930930295116054e-01	8.904383220787067e-01	4.040350303205907e-01	2.671499013339603e+00	8.544842378303152e-01	9.567695744950517e-01	9.460037885548874e-01	-3.248119691287606e-01	
111	3.260000050100000e-02	2.948109446637338e-02	8.712048278588891e-01	9.090272713736719e-01	3.679877972766546e-01	2.614537530935082e+00	8.250298265505762e-01	9.469986852325022e-01	9.776223564171165e-01	-3.905584228781781e-01	
112	3.844000026600000e-02	3.171811260404538e-02	8.519514369561766e-01	9.228034685955940e-01	3.352352515590299e-01	2.564175597484537e+00	7.993782524496353e-01	9.382908670306694e-01	1.005493824004191e+00	-4.478164007820640e-01	
113	4.473999887700000e-02	3.389028465845557e-02	8.347862394020933e-01	9.329621732963558e-01	3.055584707182460e-01	2.519064517976106e+00	7.767201332972470e-01	9.304419462562831e-01	1.030400368576165e+00	-4.983925596043594e-01	
114	5.149000138000000e-02	3.599337852580232e-02	8.193861248977499e-01	9.403209236426573e-01	2.786307419799047e-01	2.478396158800686e+00	7.565879443254370e-01	9.233594777063754e-01	1.052720441623500e+00	-5.433304814164354e-01	
115	5.869000032500000e-02	3.802635805630503e-02	8.055590187416338e-01	9.456026694554946e-01	2.541299874047010e-01	2.441733188441864e+00	7.386606951004222e-01	9.169541621596968e-01	1.072794878007008e+00	-5.833466627222719e-01	
116	6.633000075800000e-02	3.998513962421356e-02	7.929300260907183e-01	9.492641760751663e-01	2.317777390491865e-01	2.408120070936560e+00	7.224138147919043e-01	9.110688093797243e-01	1.091156527752210e+00	-6.196120205537852e-01	
117	7.440000027400000e-02	4.186607976498817e-02	7.811348678699737e-01	9.515968943045628e-01	2.112596864370217e-01	2.376603283221972e+00	7.073626316049183e-01	9.055576196896447e-01	1.108286273929717e+00	-6.532084115961645e-01	
118	8.290000259900000e-02	4.366791468532204e-02	7.700261304328982e-01	9.529458728454810e-01	1.923727509164713e-01	2.346845405604462e+00	6.932625674494165e-01	9.003104440880128e-01	1.124543524849646e+00	-6.846817690861239e-01	
